"Sample_ID"	"Order"	"Family"	"Genus"	"Species"	"Taxon"	"Total"	"TotalDryMass"	"DryMass"	"Sum_Biomass"	"Stream"	"Site"	"Region"	"Treatment"	"Landscape"	"Leaf"	"Sum_Total"
"387"	"TG2A62"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	11	5.8994373183391	0.536312483485373	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"388"	"TG2A62"	"Plecoptera"	"Taeniopterygidae"	"Brachyptera"	"sp."	"Brachyptera sp."	1	0.281466425525504	0.281466425525504	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"389"	"TG2A62"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	10	3.19470274896802	0.319470274896802	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"390"	"TG2A62"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	3	4.18487797310835	1.39495932436945	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"391"	"TG2A62"	"Bivalvia"	"Sphaeriidae"	"Pisidium"	"sp."	"Pisidium sp."	1	0.1033121800831	0.1033121800831	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"392"	"TG2A62"	"Gastropoda"	"Valvatidae"	"Valvata"	"sp."	"Valvata sp."	1	1.0694738713662	1.0694738713662	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"393"	"TG2A62"	"Gastropoda"	"Planorbidae"	"Gyraulus"	"sp."	"Gyraulus sp."	2	1.43194524339197	0.715972621695984	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"394"	"TG2A62"	"Gastropoda"	"Lymnaeidae"	"Stagnicola"	"sp."	"Stagnicola sp."	7	1.50860848580344	0.215515497971919	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"395"	"TG2A62"	"Oligochaeta"	""	""	""	"Oligochaeta"	2	0.034129245632889	0.0170646228164445	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"396"	"TG2A62"	"Hirudinea"	""	""	""	"Hirudinea"	1	3.25186526694174	3.25186526694174	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"397"	"TG2A62"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	3	0.153619464376955	0.0512064881256518	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"398"	"TG2A62"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	1	NA	NA	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"399"	"TG2A62"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	4	0.320496977246075	0.0801242443115187	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"400"	"TG2A62"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	80	11.4548861659188	0.143186077073985	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"401"	"TG2A62"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	21	16.0741152268123	0.765434058419633	49.9024056031661	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	159
"402"	"TG2A63"	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	"sp."	"Habrophlebia sp."	2	0.132430238704028	0.066215119352014	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"403"	"TG2A63"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	2	2.60903004293415	1.30451502146707	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"404"	"TG2A63"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	5	2.26023799824674	0.452047599649347	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"405"	"TG2A63"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	4	3.21215505492739	0.803038763731848	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"406"	"TG2A63"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	1	0.0422975775682772	0.0422975775682772	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"407"	"TG2A63"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	2	NA	NA	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"408"	"TG2A63"	"Oligochaeta"	""	""	""	"Oligochaeta"	3	0.0175499999603084	0.00584999998676948	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"409"	"TG2A63"	"Gastropoda"	"Lymnaeidae"	"Stagnicola"	"sp."	"Stagnicola sp."	1	0.00873864618547329	0.00873864618547329	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"410"	"TG2A63"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	33	1.46165267323472	0.0442925052495368	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"411"	"TG2A63"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	3	0.587710758355524	0.195903586118508	10.3318029901166	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	56
"412"	"TG2A64"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	10	7.02528316753532	0.702528316753532	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"413"	"TG2A64"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	2	2.48353711984103	1.24176855992051	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"414"	"TG2A64"	"Gastropoda"	"Valvatidae"	"Valvata"	"sp."	"Valvata sp."	3	5.23981697855153	1.74660565951718	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"415"	"TG2A64"	"Gastropoda"	"Planorbidae"	"Gyraulus"	"sp."	"Gyraulus sp."	1	0.715972621695984	0.715972621695984	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"416"	"TG2A64"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	7	4.54080453576745	0.648686362252493	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"417"	"TG2A64"	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	"sp."	"Habrophlebia sp."	1	0.0253659502665563	0.0253659502665563	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"418"	"TG2A64"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	2	0.370867083464972	0.185433541732486	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"419"	"TG2A64"	"Plecoptera"	"Taeniopterygidae"	"Brachyptera"	"sp."	"Brachyptera sp."	5	0.546021004247979	0.109204200849596	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"420"	"TG2A64"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	41	20.6541648467249	0.503760118212803	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"421"	"TG2A64"	"Oligochaeta"	""	""	""	"Oligochaeta"	9	0.0768809308961122	0.00854232565512358	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"422"	"TG2A64"	"Bivalvia"	"Sphaeriidae"	"Pisidium"	"sp."	"Pisidium sp."	1	3.06569932441249	3.06569932441249	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"423"	"TG2A64"	"Gastropoda"	"Lymnaeidae"	"Stagnicola"	"sp."	"Stagnicola sp."	6	0.795794414778245	0.132632402463041	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"424"	"TG2A64"	"Coleoptera"	"Dytiscidae"	"Colymbetinae"	""	"Colymbetinae"	1	NA	NA	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"425"	"TG2A64"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	140	10.2491885657336	0.0732084897552403	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"426"	"TG2A64"	"Crustacea"	"Asellidae"	"Asellus"	"aquaticus"	"Asellus aquaticus"	1	0.00202943063629573	0.00202943063629573	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"427"	"TG2A64"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	2	0.106221234914869	0.0531106174574344	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"428"	"TG2A64"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	4	0.221256518678501	0.0553141296696253	56.1189037281459	"TG2"	"TG2A"	"TG"	"CoarseAlder"	"A"	"Alder"	236
"429"	"TG2A65"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	2	0.660998476246043	0.330499238123022	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"430"	"TG2A65"	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	"sp."	"Habrophlebia sp."	1	0.204764428483933	0.204764428483933	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"431"	"TG2A65"	"Ephemeroptera"	"Baetidae"	"Centroptilum"	"luteolum"	"Centroptilum luteolum"	1	0.0588956978114298	0.0588956978114298	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"432"	"TG2A65"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	31	12.4822671736403	0.402653779794847	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"433"	"TG2A65"	"Plecoptera"	"Taeniopterygidae"	"Brachyptera"	"sp."	"Brachyptera sp."	3	0.165859266461117	0.0552864221537057	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"434"	"TG2A65"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	5	3.02103469651611	0.604206939303223	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"435"	"TG2A65"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	1	1.17037765550343	1.17037765550343	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"436"	"TG2A65"	"Coleoptera"	"Dytiscidae"	"Colymbetinae"	""	"Colymbetinae"	2	NA	NA	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"437"	"TG2A65"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	1	0.007213690682417	0.007213690682417	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"438"	"TG2A65"	"Crustacea"	"Asellidae"	"Asellus"	"aquaticus"	"Asellus aquaticus"	1	0.367366186207346	0.367366186207346	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"439"	"TG2A65"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	145	6.1684715336307	0.0425411829905565	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"440"	"TG2A65"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	46	8.69893066900766	0.189107188456688	33.0061794741904	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	239
"441"	"TG2A66"	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	"sp."	"Habrophlebia sp."	6	0.560812532421687	0.0934687554036145	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"442"	"TG2A66"	"Plecoptera"	"Taeniopterygidae"	"Brachyptera"	"sp."	"Brachyptera sp."	7	1.45839577181251	0.208342253116073	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"443"	"TG2A66"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	55	27.2456291526165	0.495375075502119	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"444"	"TG2A66"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	14	9.13133620615203	0.65223830043943	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"445"	"TG2A66"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	3	0.422399528368618	0.140799842789539	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"446"	"TG2A66"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	1	0.0217333032967813	0.0217333032967813	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"447"	"TG2A66"	"Diptera"	"Limoniidae"	"Eriopterini"	""	"Eriopterini"	1	0.522727569445593	0.522727569445593	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"448"	"TG2A66"	"Oligochaeta"	""	""	""	"Oligochaeta"	4	0.0963461133792532	0.0240865283448133	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"449"	"TG2A66"	"Crustacea"	"Asellidae"	"Asellus"	"aquaticus"	"Asellus aquaticus"	1	0.124904739339981	0.124904739339981	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"450"	"TG2A66"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	2	0.0498267302257961	0.024913365112898	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"451"	"TG2A66"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	145	8.67009855941555	0.0597937831683831	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"452"	"TG2A66"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	44	13.5547450726106	0.308062388013876	61.8589552790849	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	283
"453"	"TG2A67"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	26	12.4230052238361	0.477807893224465	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"454"	"TG2A67"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	1	3.6622147830632	3.6622147830632	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"455"	"TG2A67"	"Trichoptera"	"Limnephilidae"	"Drusinae"	""	"Drusinae"	1	48.2123079205875	48.2123079205875	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"456"	"TG2A67"	"Coleoptera"	"Scirtidae"	"Elodes"	"sp."	"Elodes sp."	1	NA	NA	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"457"	"TG2A67"	"Coleoptera"	"Dytiscidae"	"Colymbetinae"	""	"Colymbetinae"	1	NA	NA	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"458"	"TG2A67"	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	"sp."	"Habrophlebia sp."	16	1.05944190963222	0.066215119352014	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"459"	"TG2A67"	"Ephemeroptera"	"Baetidae"	"Centroptilum"	"luteolum"	"Centroptilum luteolum"	1	0.44885023725185	0.44885023725185	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"460"	"TG2A67"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	4	7.74173695617457	1.93543423904364	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"461"	"TG2A67"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	4	1.69755250829315	0.424388127073286	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"462"	"TG2A67"	"Gastropoda"	"Lymnaeidae"	"Galba"	"truncatula"	"Galba truncatula"	1	0.0321141992320798	0.0321141992320798	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"463"	"TG2A67"	"Hirudinea"	""	""	""	"Hirudinea"	1	16.8102291303356	16.8102291303356	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"464"	"TG2A67"	"Bivalvia"	"Sphaeriidae"	"Pisidium"	"sp."	"Pisidium sp."	1	0.463115359195727	0.463115359195727	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"465"	"TG2A67"	"Gastropoda"	"Planorbidae"	"Gyraulus"	"sp."	"Gyraulus sp."	2	0.224996790315827	0.112498395157914	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"466"	"TG2A67"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	1	0.0165980156257792	0.0165980156257792	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"467"	"TG2A67"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	1	0.028945837196213	0.028945837196213	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"468"	"TG2A67"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	105	6.72965268552721	0.0640919303383544	99.550761556267	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	167
"469"	"TG2A68"	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	"sp."	"Habrophlebia sp."	10	0.69909292683915	0.069909292683915	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"470"	"TG2A68"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	3	1.41985867886381	0.473286226287937	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"471"	"TG2A68"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	10	2.64972821806829	0.264972821806829	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"472"	"TG2A68"	"Ephemeroptera"	"Baetidae"	"Alainites"	"muticus"	"Alainites muticus"	1	0.038880971370604	0.038880971370604	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"473"	"TG2A68"	"Trichoptera"	"Limnephilidae"	""	""	"Limnephilidae"	1	1.10016325863267	1.10016325863267	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"474"	"TG2A68"	"Oligochaeta"	""	""	""	"Oligochaeta"	8	0.170832344706129	0.0213540430882662	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"475"	"TG2A68"	"Coleoptera"	"Scirtidae"	"Hydrocyphon"	"sp."	"Hydrocyphon sp."	1	NA	NA	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"476"	"TG2A68"	"Bivalvia"	"Sphaeriidae"	"Pisidium"	"sp."	"Pisidium sp."	2	1.6384089130152	0.819204456507601	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"477"	"TG2A68"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	2	0.0179366131214585	0.00896830656072923	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"478"	"TG2A68"	"Gastropoda"	"Lymnaeidae"	"Stagnicola"	"sp."	"Stagnicola sp."	3	0.183472262224126	0.0611574207413754	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"479"	"TG2A68"	"Diptera"	"Chironomidae"	"Chironominae"	""	"Chironominae"	4	0.290461344558482	0.0726153361396205	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"480"	"TG2A68"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	117	6.99587263070082	0.0597937831683831	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"481"	"TG2A68"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	37	9.17278171559719	0.247913019340465	24.3774898776979	"TG2"	"TG2A"	"TG"	"CoarseAsh"	"A"	"Ash"	199
"482"	"TG2A69"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	5	3.77557054898316	0.755114109796631	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"483"	"TG2A69"	"Diptera"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladiinae"	76	7.11144302074062	0.0935716186939555	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"484"	"TG2A69"	"Plecoptera"	"Taeniopterygidae"	"Brachyptera"	"sp."	"Brachyptera sp."	3	0.165859266461117	0.0552864221537057	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"485"	"TG2A69"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	8	2.13279451268063	0.266599314085078	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"486"	"TG2A69"	"Oligochaeta"	""	""	""	"Oligochaeta"	1	0.0170646228164445	0.0170646228164445	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"487"	"TG2A69"	"Oligochaeta"	""	""	""	"Oligochaeta"	7	0.0603708844301296	0.00862441206144708	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"488"	"TG2A69"	"Trichoptera"	"Limnephilidae"	"Limnephilini"	""	"Limnephilini"	1	5.78506162273385	5.78506162273385	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"489"	"TG2A69"	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	"sp."	"Habrophlebia sp."	6	0.362111902835261	0.0603519838058768	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"490"	"TG2A69"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	14	2.12101674211636	0.151501195865454	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"491"	"TG2A69"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	1	2.51427735378723	2.51427735378723	24.0455704775848	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	122
"492"	"TG2A70"	"Plecoptera"	"Capniidae"	"Capnia"	"sp."	"Capnia sp."	4	3.80008771812024	0.950021929530059	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"493"	"TG2A70"	"Trichoptera"	"Limnephilidae"	"Limnephilini"	""	"Limnephilini"	2	15.153756991735	7.57687849586751	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"494"	"TG2A70"	"Coleoptera"	"Elmidae"	"Esolus"	"sp."	"Esolus sp."	1	0.0814041168408269	0.0814041168408269	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"495"	"TG2A70"	"Plecoptera"	"Nemouridae"	"Nemoura"	"sp."	"Nemoura sp."	6	4.82470073543842	0.804116789239737	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"496"	"TG2A70"	"Trichoptera"	"Limnephilidae"	"Chaetopt.u.Stenoph."	"Gruppe AURICOLLIS"	"Chaetopt.u.Stenoph. Gruppe AURICOLLIS"	1	4.60634835325112	4.60634835325112	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"497"	"TG2A70"	"Ephemeroptera"	"Leptophlebiidae"	"Habrophlebia"	"sp."	"Habrophlebia sp."	6	0.4743544001726	0.0790590666954333	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"498"	"TG2A70"	"Plecoptera"	"Perlodidae"	"Isoperla"	"sp."	"Isoperla sp."	4	5.5000714612917	1.37501786532292	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"499"	"TG2A70"	"Oligochaeta"	""	""	""	"Oligochaeta"	1	0.0170646228164445	0.0170646228164445	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"500"	"TG2A70"	"Hirudinea"	""	""	""	"Hirudinea"	1	0.906473985680086	0.906473985680086	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"501"	"TG2A70"	"Bivalvia"	"Sphaeriidae"	"Pisidium"	"sp."	"Pisidium sp."	1	1.34264905352456	1.34264905352456	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"502"	"TG2A70"	"Gastropoda"	"Lymnaeidae"	"Galba"	"truncatula"	"Galba truncatula"	3	0.610836586106728	0.203612195368909	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"503"	"TG2A70"	"Diptera"	"Simuliidae"	"Simulium"	"sp."	"Simulium sp."	1	0.0279931124171439	0.0279931124171439	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
"504"	"TG2A70"	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	""	"Ceratopogoninae"	1	0.028945837196213	0.028945837196213	38.4096321448268	"TG2"	"TG2A"	"TG"	"CoarseMix"	"A"	"Mix"	72
